address,tx_count,balance_eth,unique_token_count,total_token_usd_value,spam_token_count,active_days,avg_tx_per_active_day,contract_interactions,first_tx_timestamp,last_tx_timestamp,wallet_age_days,avg_tx_value_eth,std_tx_value_eth,max_tx_value_eth,min_tx_value_eth,unique_interacted_addresses,tx_time_entropy,tx_value_entropy,gas_spent_total_eth,avg_gas_price_gwei,failed_tx_count,failed_tx_ratio,incoming_tx_count,outgoing_tx_count,self_transfer_count,unique_contract_count,nft_token_count,defi_token_count,dust_balance_count
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0
0xbd97e92927ef1f87023fe17ca34788f574c2154a,,,28,0.84414214,155,0,0,0,,,0,0.1393322238883863,0.2271099856901865,1.0,0.0,11,0,2.9992492479956563,8.292152e-12,24.94725970412904,4,0.1290322580645161,0,30,0,,0,0,1
0xa4bc8e08f7ba01043b2088040255036b57edaf91,,,39,14.99777746509256,164,0,0,0,,,0,0.1443378076621236,0.5941574449728886,2.7380019845726262,0.0,75,0,0.5949207813365822,3.836215250000001e-10,1.400979612630137,2,0.0273972602739726,0,20,0,,0,0,4
0x80c67432656d59144ceff962e8faf8926599bcf8,,,30,1441.997914770952,23,0,0,0,,,0,0.0029814167388489,0.0073954630533793,0.048200000000009,0.0,47,0,2.180242582495312,3.362236e-12,0.5618909710227272,0,0.0,26,0,0,,0,0,0
0xeee18e23e6a00c654182e6dcd0ba3e36ed889f60,,,2,4.4526965e-05,2,0,0,0,,,0,0.0173627025,0.0234648981332173,0.05795335,0.0,9,0,2.0,2.6937947000000003e-11,15.381032563125,0,0.0,2,4,0,,0,0,0
0x2475d553d1016919d147fdec4cee59c5cee2a1ca,,,3,19.33962,2,0,0,0,,,0,0.0003565714285714,0.0012508985178825,0.00774,0.0,9,0,0.7834406277026811,3.011679999999999e-12,21.84076859011111,0,0.0,7,23,0,,0,0,0
0x2fb5de9ba3b59882ec5b738cbf1192120ba49c86,,,1,0.28280383,2,0,0,0,,,0,0.9681891747104548,2.90552337705445,12.7407,0.0,31,0,2.181369581377389,1.5529200999999988e-11,15.20685162375676,0,0.0,2,14,0,,0,0,0
0x882e02f0858bb05127375a899babb1832480ddf7,,,81,54.25795449,78,0,0,0,,,0,0.0786687744115621,0.1786418947023187,1.0808498536323534,0.0,32,0,2.71430664227578,3.1087799999999977e-11,37.53611707110606,1,0.0151515151515151,4,56,0,,0,0,6
0x78816e67126e2343759797e6070586a6da28757c,,,29,0.0130693208390999,11,0,0,0,,,0,0.5039697139737219,1.253233486860639,5.05,0.0,15,0,1.2917601481809735,3.025216299999999e-11,1.4328782919,0,0.0,5,2,0,,0,0,1
0xb5b1b659da79a2507c27aad509f15b4874edc0cc,,,1,3.821675,0,0,0,0,,,0,8.952425795181582e-05,0.0004317894250725,0.0028597933755833,0.0,47,0,0.4999822862167566,1.1580157999999996e-11,0.8419089858965517,0,0.0,26,0,0,,0,0,0
0x928f10e43f2acacc6b893b1ad6f5cc1daea25dcb,,,0,7.7463914e-14,0,0,0,0,,,0,0.3128290107784193,0.3756892058574336,1.7040021788120898,0.0,6,0,4.0,7.2324e-12,18.308808214125,0,0.0,0,15,0,,0,0,0
0x16d3804731801b73e368dc1d0cff77b42ae952df,,,6,1.738313496,6,0,0,0,,,0,0.0129306628151414,0.0184317233830322,0.0512205330456561,0.0,9,0,2.7321588913645702,6.61301e-13,9.138728430090907,0,0.0,3,8,0,,0,0,1
0x22e7be7ed818ed7ca1a12959f34f3fd558f9dd5d,,,1,0.88847643,0,0,0,0,,,0,0.3126353801719173,0.1800809139286403,0.505440428594978,0.0,4,0,3.169925001442312,5.349941000000001e-12,17.308183394000004,0,0.0,4,4,0,,0,0,0
0x197c6c04fa184d71e91cb371f5747a43c43d41bd,,,1,0.0,1,0,0,0,,,0,0.0626560114537478,0.0666788615710044,0.19928,0.0,6,0,2.5216406363433186,5.607610000000001e-13,24.741651107,0,0.0,1,6,0,,0,0,0
0x2ebe0dd86f7bd9c57bd97458e0d6ab5521a0c598,,,9,42.84966626329,14,0,0,0,,,0,0.0565549894069875,0.2576172934558334,2.2,0.0,37,0,1.8867278037144,1.2987875999999989e-11,10.392473369060244,0,0.0,7,66,0,,0,0,0
0x57117c5085cd9454cf18b04e60a7782b81809d0d,,,1,0.29365382,0,0,0,0,,,0,0.1502304060618714,0.1931260106371148,0.4815426637777339,0.0,7,0,1.8799649487271108,5.522454000000001e-12,16.368984307444446,0,0.0,2,4,0,,0,0,0
0x6d424385c2c2b072149d7169a1620a9420a834cd,,,15,8557.3254074354,78,0,0,0,,,0,0.3481428571428571,0.4866600246494844,2.0,0.0,43,0,2.340863923207976,9.000217200000005e-11,10.375161163814283,1,0.0142857142857142,0,53,0,,0,0,0
0x62072b35add47571e001e0823ef59ea632e6aa85,,,0,0.0,0,0,0,0,,,0,0.0002784735398953,0.0015699897125861,0.00989829,0.0,12,0,0.229004194866997,3.0031839999999968e-12,16.279845595723078,0,0.0,1,2,0,,0,0,0
0x927a7237bda41df2c99c7a5855eedd01d0e580e4,,,22,223.3429243,19,0,0,0,,,0,0.1181481481481481,0.4480082426245455,2.19,0.0,33,0,0.4550206597794641,1.1223519300000004e-10,16.32920514122222,0,0.0,0,10,0,,0,0,0
0xe592427a0aece92de3edee1f18e0157c05861564,,,42,0.28277825937423,57,0,0,0,,,0,0.0745033149283308,0.2930054397497323,1.8695,0.0,94,0,1.035281682990003,3.1863527999999995e-11,0.356044663032967,0,0.0,10,0,0,,0,1,3
0xde2fc9a0129d52ddc3b9df9acfaccc4ff5cc56d8,,,0,0.0,0,0,0,0,,,0,0.0403464137111036,0.0975412886679752,0.31643415,0.0,11,0,1.9237949406953985,1.1135568999999998e-11,43.7666262990625,0,0.0,2,7,0,,0,0,0
0xe9fd1cfdf88336d7646a1df8a93fc40b77a344d3,,,10,74.472664,17,0,0,0,,,0,0.1604470578383185,0.3137879737853519,1.41,0.0,17,0,3.899397470347699,6.699718000000001e-12,11.69017587234375,0,0.0,5,26,0,,0,0,0
0x331739ad658f76dabc0f5790d42599ac38daad91,,,20,44.82702787000001,32,0,0,0,,,0,0.0999278432025086,0.266849866328033,1.667553,0.0,63,0,2.6412095647098206,4.7170259e-11,24.23000054094,7,0.07,1,82,2,,0,0,1
0xdb78b22253710ff087cc98f41c83091494c60a69,,,1,0.42623603,0,0,0,0,,,0,0.0240462673333333,0.0217688937193156,0.07495594,0.01,10,0,3.906890595608518,3.150000000000001e-13,28.7165041908,0,0.0,7,8,0,,0,0,0
0xa0e3c4197c82f7792648f4ddf22e45a3ea3cbbbc,,,1,1.1505778,0,0,0,0,,,0,0.2256146551106007,0.4318607580370055,1.97189505,0.0,46,0,6.333161760715645,7.778335999999982e-12,6.887701167195122,0,0.0,38,41,1,,0,0,0
0x8c3d18c417fae65f8cf23b43893ac07285083508,,,1,2.458207,0,0,0,0,,,0,0.0438447908026553,0.027854511589746,0.1,0.019,8,0,3.0,4.34414e-13,22.577410059,0,0.0,2,6,0,,0,0,0
0xac8943a5ee01ca05c666c0fb2774f276f703a592,,,0,0.0,0,0,0,0,,,0,0.0195659850278653,0.0175467366566228,0.047,0.0,6,0,3.169925001442312,5.381411e-12,13.754865421111113,0,0.0,2,6,0,,0,0,0
0x39bbb8c321fdf88804c4f82487cb91115f1ec780,,,82,12447.70843823915,277,0,0,0,,,0,0.0274328358208955,0.0569189588540825,0.25,0.0,53,0,1.569168407763052,1.9379943500000003e-10,1.496815506761194,0,0.0,2,43,0,,0,0,15
0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0
0xcec9987d421a791fc50c7abd187d400544dc1838,,,11,900.7936685,4,0,0,0,,,0,0.0257549360732858,0.0571211129375617,0.4,0.0,42,0,2.252282926143056,3.9841888e-11,32.64522187120238,1,0.0119047619047619,12,48,0,,0,0,0
0x44943241f6491d5f3fd833788ade6941967cb9e2,,,5,2.97974375806e-05,4,0,0,0,,,0,0.0279695171626274,0.0968524418493517,0.52,0.0,62,0,2.3632833342948745,1.4632867e-11,14.922962189819442,4,0.0555555555555555,33,0,0,,0,0,0
